OBJECTID;USE;HBLOCK;LENGTH;LOWADDR;HIGHADDR;comments;POINT_X;POINT_Y
734.0;Residential;200 CENTRAL ST;121.561107;200.0;200.0;No sidewalks both sides;492751.931472;5457630.69373
735.0;Residential;200 CENTRAL ST;121.561107;200.0;200.0;No sidewalks both sides;492813.036729;5457608.53189
738.0;Residential;800 W 66TH AV;138.935724;800.0;800.0;No sidewalk both sides;490896.686328;5450960.97604
744.0;Residential;1200 W 50TH AV;130.057196;1200.0;1200.0;No sidewalk both sides;490226.744844;5452562.51306
747.0;Residential;6600 OSLER ST;49.658452;6600.0;6600.0;No sidewalks both sides;490493.727425;5452556.22358
748.0;Residential;6600 OSLER ST;49.658452;6600.0;6600.0;No sidewalks both sides;490492.522401;5452506.57975
751.0;Residential;1100 W 50TH AV;101.038086;1100.0;1100.0;No sidewalk both sides;490392.717271;5452558.59922
755.0;Residential;500-600 W 50TH AV;140.912981;500.0;600.0;No sidewalk both sides;491197.6585;5452516.01653
757.0;Residential;4900 OSLER ST;53.330811;4900.0;4900.0;No sidewalks both sides;490528.555842;5454259.8554
760.0;Residential;3100 QUEENS AV;130.129905;3100.0;3100.0;No sidewalk both sides;497056.171915;5454483.29848
761.0;Residential;3100 QUEENS AV;130.129905;3100.0;3100.0;No sidewalk both sides;497111.291692;5454448.84836
765.0;Residential;1400 DOGWOOD AV;51.833005;1400.0;1400.0;No sidewalks both sides;489807.32054;5452312.74304
769.0;Residential;3000-3200 CELTIC AV;106.491725;3000.0;3200.0;No sidewalk on both sides;487316.242768;5451581.22861
770.0;Residential;3000-3200 CELTIC AV;106.491725;3000.0;3200.0;No sidewalk on both sides;487274.756161;5451581.88034
772.0;Residential;3200 CELTIC AV;146.21316;3200.0;3200.0;No sidewalk on both sides;487120.188865;5451714.35917
773.0;Residential;3200 CELTIC AV;146.21316;3200.0;3200.0;No sidewalk on both sides;487070.836734;5451756.66008
774.0;Residential;3200 CELTIC AV;146.21316;3200.0;3200.0;No sidewalk on both sides;487058.526673;5451767.21133
776.0;Residential;3300-3500 CELTIC AV;125.557483;3300.0;3500.0;No sidewalk on both sides;486896.600025;5451770.55538
779.0;Residential;7200 CARTIER ST;60.390544;7200.0;7200.0;No sidewalk both sides;489968.887629;5451846.26703
781.0;Residential;6800 TISDALL ST;49.421544;6800.0;6800.0;No sidewalks both sides;491208.235173;5452215.54058
782.0;Residential;6600 TISDALL ST;49.64653;6600.0;6600.0;No sidewalks both sides;491197.6585;5452516.01653
784.0;Residential;1000 W 50TH AV;107.173429;1000.0;1000.0;No sidewalk both sides;490600.871206;5452553.70287
786.0;Residential;1000 W 50TH AV;107.173429;1000.0;1000.0;No sidewalk both sides;490493.727425;5452556.22358
800.0;Residential;2300-2400 E 48TH AV;49.684838;2300.0;2400.0;No sidewalks both sides;495745.332271;5452556.05939
806.0;Residential;6800-6900 LAUREL ST;263.73884;6800.0;6900.0;No sidewalks both sides;490874.541331;5452086.54636
813.0;Residential;2300-2400 E 48TH AV;172.201827;2300.0;2400.0;No sidewalks both sides;495917.526455;5452554.43694
818.0;Residential;7000 DUMFRIES ST;47.162374;7000.0;7000.0;No sidewalk both sides;494557.272543;5451913.55581
822.0;Residential;2200 KASLO ST;50.193295;2200.0;2200.0;No sidewalks both sides;496579.967131;5456890.59862
824.0;Residential;1200 E 4TH AV;81.78187;1200.0;1200.0;No sidewalk both sides;494286.660848;5457135.81621
826.0;Residential;1200 E 4TH AV;81.78187;1200.0;1200.0;No sidewalk both sides;494368.434482;5457134.65554
827.0;Residential;8700-8800 HEATHER ST;192.550946;8700.0;8800.0;No sidewalk both sides;490975.893419;5450420.77126
832.0;Residential;1000 VERNON DRIVE;100.86879;1000.0;1000.0;No sidewalk both sides;494280.303214;5458061.41133
839.0;Residential;5500-5600 HEATHER ST;54.853734;5500.0;5600.0;No sidewalk both sides;491200.081214;5453498.15229
843.0;Residential;2600 KAMLOOPS ST;52.001052;2600.0;2600.0;No sidewalks both sides;496016.100209;5456423.01874
852.0;Residential;1000-1200 W 77TH AV;307.772566;1000.0;1200.0;No sidewalk both sides;490297.446868;5449801.74406
853.0;Residential;1000-1200 W 77TH AV;307.772566;1000.0;1200.0;No sidewalk both sides;490232.465941;5449803.31856
854.0;Residential;1000-1200 W 77TH AV;307.772566;1000.0;1200.0;No sidewalk both sides;490184.707392;5449804.47576
855.0;Residential;1200 GRANT ST;100.459941;1200.0;1200.0;No sidewalk both sides;494274.672245;5457639.67022
856.0;Residential;1200 GRANT ST;100.459941;1200.0;1200.0;No sidewalk both sides;494339.27882;5457641.81322
859.0;Residential;1400 LARCH ST;49.030247;1400.0;1400.0;No sidewalks both sides;488209.872438;5457782.99135
862.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495967.214466;5450824.54896
865.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495908.95346;5450640.04117
866.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495875.036251;5450584.64825
867.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495871.87864;5450577.72698
884.0;Collector;7700-7800 ELLIOTT ST;206.27464;7700.0;7800.0;No sidewalk both sides;495983.771969;5451159.12853
886.0;Collector;7700-7800 ELLIOTT ST;206.27464;7700.0;7800.0;No sidewalk both sides;495986.254676;5451082.95375
887.0;Residential;8000 SOPHIA ST;50.232175;8000.0;8000.0;No sidewalks both sides;492699.793963;5451046.88755
894.0;Residential;3300 QUEENS AV;84.53097;3300.0;3300.0;No sidewalk both sides;497540.850859;5454180.53705
895.0;Residential;3300 QUEENS AV;84.53097;3300.0;3300.0;No sidewalk both sides;497595.816729;5454145.8419
898.0;Residential;4900 PAYNE ST;47.553413;4900.0;4900.0;No sidewalks both sides;497881.110227;5454097.19473
902.0;Residential;5000 MCHARDY ST;70.316187;5000.0;5000.0;No sidewalks both sides;497477.971752;5454077.96802
903.0;Residential;5000 MCHARDY ST;70.316187;5000.0;5000.0;No sidewalks both sides;497475.422984;5454073.30266
908.0;Residential;7400 ALBERTA ST;49.649994;7400.0;7400.0;No sidewalks both sides;491748.988744;5451624.3808
911.0;Residential;7200 HUDSON ST;67.51972;7200.0;7200.0;No sidewalk both sides;490241.222592;5451842.94906
913.0;Residential;500 W 54TH AV;49.669227;500.0;500.0;No sidewalk both sides;491439.343615;5452115.45009
914.0;Residential;500 W 54TH AV;49.669227;500.0;500.0;No sidewalk both sides;491389.693964;5452116.84442
919.0;Secondary Arterial;1600 E KENT AV SOUTH;171.982863;1600.0;1600.0;No sidewalk both sides;494766.021273;5450673.78807
922.0;Residential;6300 GLADSTONE ST;50.319945;6300.0;6300.0;No sidewalk both sides;495463.074941;5452611.04183
924.0;Residential;1000 KAMLOOPS ST;46.329831;1000.0;1000.0;No sidewalks both sides;496024.627679;5458071.39132
929.0;Residential;4300 KAMLOOPS ST;45.915643;4300.0;4300.0;No sidewalks both sides;496051.97458;5454835.00293
935.0;Residential;2000 KAMLOOPS ST;55.283908;2000.0;2000.0;No sidewalks both sides;496020.842469;5457052.94486
941.0;Residential;7900 POPLAR ST;58.224408;7900.0;7900.0;No sidewalks both sides;493205.772765;5451154.28105
943.0;Residential;8100 POPLAR ST;44.379606;8100.0;8100.0;No sidewalks both sides;493202.540014;5450963.1163
949.0;Secondary Arterial;400 E KENT AV SOUTH;325.337055;400.0;400.0;No sidewalk both sides;492823.537331;5450504.58536
957.0;Residential;7000-7200 BEECHWOOD ST;8.243617;7000.0;7200.0;No sidewalks both sides;488610.007104;5451936.78791
965.0;Residential;6900 ARBUTUS ST;86.868263;6900.0;6900.0;No sidewalks both sides;488755.35394;5452172.65567
967.0;Residential;7600 ARBUTUS ST;123.352474;7600.0;7600.0;No sidewalk both sides;488741.381319;5451611.70324
968.0;Residential;7600 ARBUTUS ST;123.352474;7600.0;7600.0;No sidewalk both sides;488739.723944;5451546.72437
972.0;Residential;1900-2000 W 61ST AV;195.985672;1900.0;2000.0;No sidewalk both sides;488857.561249;5451486.30834
973.0;Residential;1900-2000 W 61ST AV;195.985672;1900.0;2000.0;No sidewalk both sides;488792.571226;5451487.44717
975.0;Residential;4700 MACDONALD ST;52.630432;4700.0;4700.0;No sidewalks both sides;487781.7474;5454616.66794
980.0;Residential;1400 E 39TH AV;50.268436;1400.0;1400.0;No sidewalks both sides;494548.020483;5453557.47151
982.0;Residential;2300 KAMLOOPS ST;50.243015;2300.0;2300.0;No sidewalks both sides;496020.240083;5456741.44453
983.0;Residential;6600-6700 MONTGOMERY ST;147.147345;6600.0;6700.0;No sidewalk both sides;490391.512312;5452508.96241
985.0;Residential;6600-6700 MONTGOMERY ST;147.147345;6600.0;6700.0;No sidewalk both sides;490388.357663;5452379.0007
988.0;Residential;700 W 48TH AV;49.662644;700.0;700.0;No sidewalks both sides;491086.923104;5452729.80082
995.0;Residential;5500 SOPHIA ST;49.864868;5500.0;5500.0;No sidewalks both sides;492762.648555;5453628.20866
1004.0;Residential;4600 SIMPSON AV;223.278985;4600.0;4600.0;No sidewalks both sides;484596.451107;5457974.56865
1014.0;Residential;1600-1700 DRUMMOND DRIVE;313.106697;1600.0;1700.0;No sidewalk both sides;483930.194515;5457625.04968
1016.0;Residential;6100 FREMLIN ST;103.574643;6100.0;6100.0;No sidewalk both sides;490769.153147;5452987.50017
1020.0;Residential;6300 FREMLIN ST;100.911647;6300.0;6300.0;No sidewalk both sides;490765.746283;5452747.22812
1021.0;Residential;6000 COLLINGWOOD PLACE;186.551942;6000.0;6000.0;No sidewalks both sides;486746.340261;5453228.72851
1022.0;Residential;6000 COLLINGWOOD PLACE;186.551942;6000.0;6000.0;No sidewalks both sides;486681.3434;5453229.36729
1024.0;Residential;6000 COLLINGWOOD PLACE;186.551942;6000.0;6000.0;No sidewalks both sides;486566.321676;5453216.18416
1025.0;Residential;6900-7000 CARNARVON ST;221.292895;6900.0;7000.0;No sidewalk both sides;487403.039209;5452304.07982
1028.0;Residential;6900-7000 CARNARVON ST;221.292895;6900.0;7000.0;No sidewalk both sides;487398.460403;5452109.13359
1032.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;487963.538944;5452620.91223
1033.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;487913.141504;5452658.77949
1034.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;487848.25397;5452661.28789
1041.0;Residential;3200 WINDERMERE ST;48.094617;3200.0;3200.0;No sidewalks both sides;497341.972714;5455823.25789
1042.0;Residential;3200 WINDERMERE ST;48.094617;3200.0;3200.0;No sidewalks both sides;497341.693683;5455775.16409
1046.0;Residential;5400 WALLACE ST;63.824504;5400.0;5400.0;No sidewalks both sides;486098.334805;5453759.39096
1048.0;Residential;1500 E 39TH AV;50.219417;1500.0;1500.0;No sidewalk both sides;494648.435066;5453555.67891
1049.0;Residential;1800 KAMLOOPS ST;50.318933;1800.0;1800.0;No sidewalks both sides;496021.189353;5457253.94544
1052.0;Residential;8400-8500 FRASER ST;236.437146;8400.0;8500.0;No sidewalk both sides;493356.280726;5450507.54211
1058.0;Secondary Arterial;500-600 E KENT AV NORTH;152.134672;500.0;600.0;No sidewalk both sides;493336.322712;5450600.34855
1062.0;Secondary Arterial;700 E KENT AV SOUTH;141.374994;700.0;700.0;No sidewalk both sides;493486.574838;5450589.13706
1071.0;Residential;7600 ASH ST;50.272356;7600.0;7600.0;No sidewalks both sides;491254.688461;5451375.20097
1072.0;Residential;7600 ASH ST;50.526735;7600.0;7600.0;No sidewalks both sides;491257.193145;5451475.96891
1073.0;Residential;7600 ASH ST;50.526735;7600.0;7600.0;No sidewalks both sides;491255.971805;5451425.45694
1074.0;Residential;400 W 58TH AV;61.657199;400.0;400.0;No sidewalks both sides;491554.500094;5451676.89404
1076.0;Residential;7200 HUDSON ST;91.050736;7200.0;7200.0;No sidewalk both sides;490159.974165;5451965.89447
1084.0;Residential;6900 TISDALL ST;50.032671;6900.0;6900.0;No sidewalks both sides;491216.410196;5452166.21284
1088.0;Residential;6800-7000 SELKIRK ST;192.903564;6800.0;7000.0;No sidewalk both sides;490282.25822;5452171.39682
1091.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489671.399422;5452248.3929
1094.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489667.650587;5452114.58579
1095.0;Collector;7500 ELLIOTT ST;98.991965;7500.0;7500.0;No sidewalk both sides;496086.464704;5451478.10679
1098.0;Residential;3800 KOOTENAY ST;49.659217;3800.0;3800.0;No sidewalk both sides;498090.173035;5455263.75316
1102.0;Residential;4300 PENTICTON ST;45.996638;4300.0;4300.0;No sidewalks both sides;496212.150261;5454789.23147
1111.0;Residential;6200 COLUMBIA ST;50.288323;6200.0;6200.0;No sidewalks both sides;491932.59567;5452828.78508
1115.0;Residential;7000 DUMFRIES ST;47.028091;7000.0;7000.0;No sidewalk both sides;494558.625739;5451960.56443
1120.0;Residential;1500 E 54TH AV;50.345209;1500.0;1500.0;No sidewalk both sides;494608.967114;5451959.94308
1122.0;Residential;1100 KOOTENAY ST;45.843508;1100.0;1100.0;No sidewalk both sides;498101.659061;5457974.3753
1123.0;Residential;4400 WINDERMERE ST;45.074351;4400.0;4400.0;No sidewalk both sides;497333.364241;5454734.89445
1125.0;Residential;7700 INVERNESS ST;47.911217;7700.0;7700.0;No sidewalks both sides;494165.323831;5451321.23461
1130.0;Residential;4900 RUBY ST;55.022563;4900.0;4900.0;No sidewalk both sides;498084.29477;5454100.70038
1131.0;Residential;2700 E 50TH AV;95.342896;2700.0;2700.0;No sidewalk both sides;496181.947666;5452338.13266
1132.0;Residential;2700 E 50TH AV;95.342896;2700.0;2700.0;No sidewalk both sides;496246.90729;5452335.842
1135.0;Residential;6300 MCKINNON ST;22.766964;6300.0;6300.0;No sidewalks both sides;497178.825025;5452605.26699
1139.0;Residential;2900 WALL ST;46.355641;2900.0;2900.0;No sidewalk both sides only north west section-2012;496888.449209;5459718.68514
1141.0;Residential;1200 W 39TH AV;167.598866;1200.0;1200.0;No sidewalks both sides;490292.090548;5453698.49617
1142.0;Residential;1200 W 39TH AV;167.598866;1200.0;1200.0;No sidewalks both sides;490227.185806;5453702.01391
1147.0;Residential;8100 SOPHIA ST;51.176729;8100.0;8100.0;No sidewalks both sides;492696.092933;5450945.54638
1148.0;Arterial;1900 E KENT AV NORTH;132.863444;1900.0;1900.0;No sidewalk both sides;495060.092437;5450578.8697
1149.0;Arterial;1900 E KENT AV NORTH;132.863444;1900.0;1900.0;No sidewalk both sides;495119.705542;5450552.96067
1154.0;Residential;6900 SOPHIA ST;49.857084;6900.0;6900.0;no sidewalk on both sides;492740.010512;5452130.28997
1155.0;Residential;6900 SOPHIA ST;49.857084;6900.0;6900.0;no sidewalk on both sides;492738.859882;5452080.44617
1161.0;Residential;2300 KASLO ST;50.207555;2300.0;2300.0;No sidewalks both sides;496578.991935;5456689.75871
1162.0;Residential;6100 SOUTHLANDS PLACE;58.026539;6100.0;6100.0;no sidewalk on both sides;487091.307458;5453122.75647
1163.0;Residential;6100 SOUTHLANDS PLACE;58.026539;6100.0;6100.0;no sidewalk on both sides;487091.096894;5453064.73031
1164.0;Residential;3200 W 49TH AV;209.737181;3200.0;3200.0;No sidewalks both sides;487191.633827;5452750.49316
1165.0;Residential;3200 W 49TH AV;209.737181;3200.0;3200.0;No sidewalks both sides;487126.645939;5452751.74795
1166.0;Residential;3200 W 49TH AV;209.737181;3200.0;3200.0;No sidewalks both sides;487061.658052;5452753.00274
1167.0;Residential;3200 W 49TH AV;209.737181;3200.0;3200.0;No sidewalks both sides;486996.670165;5452754.25753
1170.0;Residential;6200 COLLINGWOOD ST;90.664233;6200.0;6200.0;No sidewalks both sides;486744.188707;5452992.46343
1171.0;Residential;6200 COLLINGWOOD ST;90.664233;6200.0;6200.0;No sidewalks both sides;486743.839107;5452966.80157
1176.0;Residential;1500 E 43RD AV;50.235364;1500.0;1500.0;No sidewalk both sides;494588.128659;5453094.16718
1178.0;Residential;500 W 39TH AV;53.98108;500.0;500.0;No sidewalks both sides;491478.463068;5453634.35971
1183.0;Residential;8200 CROMPTON ST;49.427539;8200.0;8200.0;No sidewalk both sides;494118.220658;5450700.24564
1184.0;Residential;8100-8200 SHERBROOKE ST;177.830177;8100.0;8200.0;No sidewalks both sides;494020.943118;5450928.8538
1186.0;Residential;8100-8200 SHERBROOKE ST;177.830177;8100.0;8200.0;No sidewalks both sides;494019.062594;5450798.8674
1190.0;Residential;8400 BEATRICE ST;57.199408;8400.0;8400.0;No sidewalk both sides;495060.770781;5450636.06508
1191.0;Residential;8400 BEATRICE ST;57.199408;8400.0;8400.0;No sidewalk both sides;495060.092437;5450578.8697
1192.0;Residential;2800 E 40TH AV;50.251946;2800.0;2800.0;No sidewalks both sides;496450.971279;5453474.88067
1193.0;Residential;2800 E 40TH AV;50.251946;2800.0;2800.0;No sidewalks both sides;496501.223179;5453474.94934
1194.0;Residential;6900 BEECHWOOD ST;49.88758;6900.0;6900.0;No sidewalks both sides;488616.353071;5452190.56915
1195.0;Residential;6900 BEECHWOOD ST;49.88758;6900.0;6900.0;No sidewalks both sides;488615.08139;5452140.69779
1197.0;Residential;7000-7200 BEECHWOOD ST;195.729381;7000.0;7200.0;No sidewalks both sides;488613.464267;5452075.7179
1203.0;Residential;2100 W 54TH AV;70.750371;2100.0;2100.0;No sidewalks both sides;488544.337243;5452141.63622
1204.0;Residential;2800 KAMLOOPS ST;57.102382;2800.0;2800.0;No sidewalks both sides;496015.993927;5456215.03653
1206.0;Residential;4400 W 3RD AV;49.495285;4400.0;4400.0;No sidewalk both sides;484914.616065;5457509.80453
1208.0;Residential;1600-1700 DRUMMOND DRIVE;132.219121;1600.0;1700.0;No sidewalk both sides;483954.686462;5457921.16149
1211.0;Residential;1600-1700 DRUMMOND DRIVE;132.219121;1600.0;1700.0;No sidewalk both sides;483831.3249;5457886.68279
1212.0;Residential;600-700 MALKIN AV;122.275905;600.0;700.0;No sidewalks both sides;493309.385443;5458074.46177
1213.0;Residential;600-700 MALKIN AV;122.275905;600.0;700.0;No sidewalks both sides;493373.774277;5458065.56919
1222.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488344.571849;5451438.46892
1223.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488306.520215;5451385.77098
1225.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488230.416945;5451280.3751
1232.0;Residential;0 ONTARIO PLACE;47.179582;0.0;0.0;No sidewalks both sides;492307.641086;5453320.75225
1236.0;Residential;7500 YEW ST;73.469524;7500.0;7500.0;No sidewalk both sides;488389.353373;5451847.56574
1247.0;Residential;6300 MCKINNON ST;41.538807;6300.0;6300.0;No sidewalks both sides;497177.353644;5452563.71212
1254.0;Residential;6600 MCKINNON ST;38.388042;6600.0;6600.0;No sidewalks both sides;497166.048258;5452239.30976
1257.0;Residential;500 FELLOWES ST;131.712838;500.0;500.0;No sidewalk both sides;498132.100958;5459834.22897
1258.0;Residential;500 FELLOWES ST;131.712838;500.0;500.0;No sidewalk both sides;498132.815904;5459835.78546
