ID;Street 1;Street 2;Address;NW;NE;SW;SE;Lat ;Long;UTM_X;UTM_Y;School;geopoint
641.0;Milross Ave;Main St;Milross Ave & Main St, Vancouver, BC, Canada;S;;S;;49.276045;-123.099979;492727.0;5458147.0;;49.276045,-123.099979
645.0;Central St;Main St;Central St & Main St, Vancouver, BC, Canada;;;S;;49.271601;-123.100317;492702.0;5457653.0;;49.271601,-123.100317
646.0;Switchmen St;Main St;Switchmen St & Main St, Vancouver, BC, Canada;S;;S;;49.27095;-123.100669;492676.0;5457581.0;;49.27095,-123.100669
647.0;Athletes Way;Ontario St;Athletes Way & Ontario St, Vancouver, BC, Canada;S;;D;;49.271519;-123.104586;492391.0;5457645.0;;49.271519,-123.104586
649.0;Salt St;Athletes Way;Salt St & Athletes Way, Vancouver, BC, Canada;;S;;S;49.271537;-123.106037;492286.0;5457647.0;;49.271537,-123.106037
654.0;W Woodstock Ave;Ontario St;W Woodstock Ave & Ontario St, Vancouver, BC, Canada;;S;S;S;49.233692;-123.105633;492309.0;5453440.0;;49.233692,-123.105633
656.0;E Cordova St;Cordova Diversion;E Cordova St & Cordova Diversion , Vancouver, BC, Canada;;;;S;49.282057;-123.086876;493681.0;5458815.0;;49.282057,-123.086876
658.0;Princess Ave;E Pender St;Princess Ave & E Pender St, Vancouver, BC, Canada;S;;D;;49.280255;-123.091544;493341.0;5458615.0;Lord Strathcona;49.280255,-123.091544
660.0;Campbell Ave;E Pender St;Campbell Ave & E Pender St, Vancouver, BC, Canada;D;S;D;S;49.28009;-123.08486;493828.0;5458596.0;;49.28009,-123.08486
664.0;Union St;Hawks Ave;Union St & Hawks Ave, Vancouver, BC, Canada;S;S;S;S;49.277471;-123.087306;493649.0;5458305.0;;49.277471,-123.087306
666.0;Clark Dr;Kingsway;Clark Dr  & Kingsway, Vancouver, BC, Canada;;;;S;49.251238;-123.078285;494302.0;5455388.0;;49.251238,-123.078285
672.0;E Georgia St;Commercial Dr;E Georgia St & Commercial Dr, Vancouver, BC, Canada;S;;S;;49.278494;-123.070491;494872.0;5458417.0;;49.278494,-123.070491
674.0;Parker St;Mc Lean Dr;Parker St & Mc Lean Dr, Vancouver, BC, Canada;;S;S;S;49.275837;-123.074437;494585.0;5458122.0;Brittania Secondary;49.275837,-123.074437
675.0;Napier St;Mc Lean Dr;Napier St & Mc Lean Dr, Vancouver, BC, Canada;S;S;S;S;49.275051;-123.070414;494878.0;5458035.0;Brittania Secondary;49.275051,-123.070414
676.0;William St;Cotton Dr;William St & Cotton Dr, Vancouver, BC, Canada;S;S;;;49.273967;-123.071449;494802.0;5457914.0;Brittania Elementary;49.273967,-123.071449
679.0;Charles St;Cotton Dr;Charles St & Cotton Dr, Vancouver, BC, Canada;;S;;;49.273489;-123.070488;494872.0;5457861.0;;49.273489,-123.070488
681.0;Charles St;Victoria Dr;Charles St & Victoria Dr, Vancouver, BC, Canada;;;S;S;49.273019;-123.065694;495221.0;5457808.0;;49.273019,-123.065694
685.0;Graveley St;Commercial Dr;Graveley St & Commercial Dr, Vancouver, BC, Canada;;;S;;49.270507;-123.069646;494933.0;5457529.0;;49.270507,-123.069646
691.0;Kingsway;Dumfries St;Kingsway & Dumfries St, Vancouver, BC, Canada;;;;S;49.248891;-123.073358;494661.0;5455127.0;;49.248891,-123.073358
692.0;Kingsway;Perry St;Kingsway & Perry St, Vancouver, BC, Canada;S;S;S;S;49.247998;-123.071299;494810.0;5455027.0;;49.247998,-123.071299
693.0;King Edward Ave;Dumfries St;King Edward Ave & Dumfries St, Vancouver, BC, Canada;;S;;;49.248502;-123.073365;494660.0;5455083.0;;49.248502,-123.073365
702.0;Dundas St;Lakewood Dr;Dundas St & Lakewood Dr, Vancouver, BC, Canada;;;S;S;49.284818;-123.061636;495517.0;5459120.0;;49.284818,-123.061636
708.0;E Georgia St;Garden Dr;E Georgia St & Garden Dr, Vancouver, BC, Canada;S;S;;;49.278292;-123.057852;495792.0;5458394.0;;49.278292,-123.057852
710.0;Lakewood Dr;Adanac St;Lakewood Dr & Adanac St, Vancouver, BC, Canada;S;S;;;49.277497;-123.061688;495513.0;5458306.0;;49.277497,-123.061688
713.0;Napier St;Victoria Dr;Napier St & Victoria Dr, Vancouver, BC, Canada;S;S;;;49.274813;-123.065643;495225.0;5458008.0;;49.274813,-123.065643
714.0;Kitchener St;Victoria Dr;Kitchener St & Victoria Dr, Vancouver, BC, Canada;;;S;S;49.27211;-123.065693;495221.0;5457707.0;;49.27211,-123.065693
716.0;Graveley St;Lakewood Dr;Graveley St & Lakewood Dr, Vancouver, BC, Canada;S;;;S;49.270448;-123.061863;495499.0;5457522.0;;49.270448,-123.061863
717.0;N Grandview Hwy;Lakewood Dr;N Grandview Hwy & Lakewood Dr, Vancouver, BC, Canada;D;D;;;49.260681;-123.062062;495484.0;5456436.0;;49.260681,-123.062062
719.0;N Grandview Hwy;Nanaimo St;N Grandview Hwy & Nanaimo St, Vancouver, BC, Canada;S;;;;49.258456;-123.056539;495886.0;5456189.0;;49.258456,-123.056539
720.0;Stainsbury Ave;Gladstone St;Stainsbury Ave & Gladstone St, Vancouver, BC, Canada;S;S;;;49.249981;-123.060422;495602.0;5455247.0;Gladstone Secondary;49.249981,-123.060422
727.0;E Kent Ave S;Kerr St;E Kent Ave S & Kerr St, Vancouver, BC, Canada;;;S;;49.206539;-123.042307;496918.0;5450417.0;;49.206539,-123.042307
728.0;E Kent Ave N;Kerr St;E Kent Ave N & Kerr St, Vancouver, BC, Canada;;S;;;49.206846;-123.042291;496919.0;5450451.0;;49.206846,-123.042291
736.0;Slocan St;Dundas St;Slocan St & Dundas St, Vancouver, BC, Canada;S;S;S;D;49.284791;-123.049332;496412.0;5459116.0;;49.284791,-123.049332
737.0;N Penticton St;Dundas St;N Penticton St & Dundas St, Vancouver, BC, Canada;;S;S;;49.2848;-123.05194;496222.0;5459117.0;;49.2848,-123.05194
739.0;Penticton St;Franklin St;Penticton St & Franklin St, Vancouver, BC, Canada;;S;;D;49.282081;-123.051949;496221.0;5458815.0;;49.282081,-123.051949
742.0;Kamloops St;E Hastings St;Kamloops St & E Hastings St, Vancouver, BC, Canada;S;S;;;49.281162;-123.054593;496029.0;5458713.0;;49.281162,-123.054593
743.0;Slocan St;E Pender St;Slocan St & E Pender St, Vancouver, BC, Canada;;;S;;49.280212;-123.049322;496412.0;5458607.0;Our Lady of Sorrows School;49.280212,-123.049322
745.0;Charles St;Penticton St;Charles St & Penticton St, Vancouver, BC, Canada;;S;D;;49.273636;-123.044011;496798.0;5457876.0;;49.273636,-123.044011
749.0;Grant St;Penticton St;Grant St & Penticton St, Vancouver, BC, Canada;S;;;;49.271376;-123.052062;496212.0;5457625.0;;49.271376,-123.052062
755.0;Norquay St;Slocan St;Norquay St & Slocan St, Vancouver, BC, Canada;;S;S;S;49.242441;-123.051655;496240.0;5454408.0;John Norquay School;49.242441,-123.051655
761.0;Lillooet St;E Georgia St;Lillooet St & E Georgia St, Vancouver, BC, Canada;S;;;S;49.278265;-123.038833;497175.0;5458390.0;;49.278265,-123.038833
767.0;Euclid Ave;McKinnon St;Euclid Ave & McKinnon St, Vancouver, BC, Canada;;;S;;49.237272;-123.035645;497405.0;5453833.0;;49.237272,-123.035645
769.0;N Kootenay St;Yale St;N Kootenay St & Yale St, Vancouver, BC, Canada;;S;;S;49.290685;-123.025651;498134.0;5459770.0;;49.290685,-123.025651
772.0;N Kootenay St;McGill St;N Kootenay St & McGill St, Vancouver, BC, Canada;S;;S;;49.288698;-123.025674;498133.0;5459550.0;;49.288698,-123.025674
777.0;Hermon Dr;Cassiar St;Hermon Dr & Cassiar St, Vancouver, BC, Canada;S;D;S;;49.263074;-123.031009;497743.0;5456701.0;Thunderbird;49.263074,-123.031009
779.0;Crowley Dr;Gaston St;Crowley Dr & Gaston St, Vancouver, BC, Canada;S;S;S;S;49.236631;-123.030632;497770.0;5453761.0;;49.236631,-123.030632
782.0;Vanness St;Gaston St;Vanness St & Gaston St, Vancouver, BC, Canada;S;S;;;49.237353;-123.029916;497822.0;5453842.0;;49.237353,-123.029916
788.0;Aberdeen St;Foster Ave;Aberdeen St & Foster Ave, Vancouver, BC, Canada;S;D;;S;49.234132;-123.028131;497952.0;5453484.0;;49.234132,-123.028131
793.0;Tyne St;Kingsway;Tyne St & Kingsway, Vancouver, BC, Canada;;S;;;49.231974;-123.031305;497720.0;5453244.0;;49.231974,-123.031305
804.0;1425 W 5th Ave;;1425 W 5th Ave, Vancouver, BC, Canada;S;S;S;S;49.266742;-123.136199;490091.0;5457117.0;;49.266742,-123.136199
806.0;3625 E 11th Ave;;3625 E 11th Ave, Vancouver, BC, Canada;S;S;S;S;49.260236;-123.02551;498143.0;5456385.0;;49.260236,-123.02551
813.0;986 W 37th Ave;;986 W 37th Ave, Vancouver, BC, Canada;;D;;D;49.237356;-123.127092;490748.0;5453849.0;;49.237356,-123.127092
815.0;494 W 37th Ave;;494 W 37th Ave, Vancouver, BC, Canada;S;;S;;49.237025;-123.115491;491592.0;5453811.0;;49.237025,-123.115491
816.0;176 E 37th Ave;;176 E 37th Ave, Vancouver, BC, Canada;;S;;S;49.23705;-123.102407;492545.0;5453813.0;;49.23705,-123.102407
822.0;8399 Cartier St;;8399 Cartier St, Vancouver, BC, Canada;S;S;S;S;49.21007;-123.138184;489935.0;5450817.0;David Lloyd;49.21007,-123.138184
823.0;2628 Ash St;;2628 Ash St, Vancouver, BC, Canada;S;S;S;S;49.262005;-123.116927;491492.0;5456588.0;;49.262005,-123.116927
824.0;2699 Laurel St;;2699 Laurel St, Vancouver, BC, Canada;;S;;S;49.261527;-123.12601;490831.0;5456536.0;;49.261527,-123.12601
829.0;560 Raymur Ave;;560 Raymur Ave, Vancouver, BC, Canada;S;S;S;S;49.279714;-123.082375;494008.0;5458554.0;;49.279714,-123.082375
832.0;1900 Wylie St;;1900 Wylie St, Vancouver, BC, Canada;S;S;S;S;49.268453;-123.113623;491734.0;5457305.0;;49.268453,-123.113623
836.0;1420 E 37th Ave;;1420 E 37th Ave, Vancouver, BC, Canada;S;S;S;S;49.236746;-123.076283;494446.0;5453777.0;;49.236746,-123.076283
839.0;2300 N Grandview Hwy;;2300 N Grandview Hwy, Vancouver, BC, Canada;S;S;;;49.26343;-123.069015;494978.0;5456743.0;;49.26343,-123.069015
845.0;3100 Pierview Crescent;;3100 Pierview Crescent, Vancouver, BC, Canada;;S;;S;49.207477;-123.040055;497082.0;5450521.0;;49.207477,-123.040055
846.0;3200 Pierview Crescent;;3200 Pierview Crescent, Vancouver, BC, Canada;S;S;S;S;49.207477;-123.040055;497082.0;5450521.0;;49.207477,-123.040055
851.0;3188 Riverwalk Ave;;3188 Riverwalk Ave, Vancouver, BC, Canada;S;S;S;S;49.20522;-123.037498;497268.0;5450270.0;;49.20522,-123.037498
2.0;W 1st Ave;Ontario St;W 1st Ave & Ontario St, Vancouver, BC, Canada;S;;S;S;49.270189;-123.104601;492390.0;5457497.0;;49.270189,-123.104601
3.0;W 1st Ave;Manitoba St;W 1st Ave & Manitoba St, Vancouver, BC, Canada;S;;;S;49.270207;-123.106543;492249.0;5457499.0;;49.270207,-123.106543
7.0;E 1st Ave;Quebec St;E 1st Ave & Quebec St, Vancouver, BC, Canada;;S;;;49.270163;-123.102562;492539.0;5457494.0;;49.270163,-123.102562
13.0;E 1st Ave;Kamloops St;E 1st Ave & Kamloops St, Vancouver, BC, Canada;;S;;S;49.26941;-123.054695;496021.0;5457406.0;;49.26941,-123.054695
16.0;W 2nd Ave;Arbutus St;W 2nd Ave & Arbutus St, Vancouver, BC, Canada;;S;;;49.269885;-123.152716;488890.0;5457469.0;;49.269885,-123.152716
17.0;W 2nd Ave;Manitoba St;W 2nd Ave & Manitoba St, Vancouver, BC, Canada;;S;;;49.269265;-123.106578;492246.0;5457394.0;;49.269265,-123.106578
20.0;E 2nd Ave;Brunswick St;E 2nd Ave & Brunswick St, Vancouver, BC, Canada;;S;;S;49.266873;-123.096203;493001.0;5457127.0;;49.266873,-123.096203
21.0;E 2nd Ave;Prince Edward St;E 2nd Ave & Prince Edward St, Vancouver, BC, Canada;S;S;S;;49.266218;-123.09557;493047.0;5457055.0;St Francis Xavier;49.266218,-123.09557
22.0;E 2nd Ave;Commercial Dr;E 2nd Ave & Commercial Dr, Vancouver, BC, Canada;;;S;;49.268699;-123.069665;494931.0;5457328.0;;49.268699,-123.069665
23.0;E 2nd Ave;Cotton Dr;E 2nd Ave & Cotton Dr, Vancouver, BC, Canada;S;S;S;S;49.268726;-123.071563;494793.0;5457331.0;;49.268726,-123.071563
24.0;E 2nd Ave;Woodland Dr;E 2nd Ave & Woodland Dr, Vancouver, BC, Canada;S;S;D;D;49.268736;-123.073491;494653.0;5457333.0;;49.268736,-123.073491
32.0;E 3rd Ave;Kamloops St;E 3rd Ave & Kamloops St, Vancouver, BC, Canada;S;;;S;49.267579;-123.054699;496020.0;5457203.0;;49.267579,-123.054699
36.0;E 4th Ave;Mc Lean Dr;E 4th Ave & Mc Lean Dr, Vancouver, BC, Canada;;S;;S;49.266926;-123.07547;494509.0;5457132.0;Grandview Elementary;49.266926,-123.07547
37.0;E 4th Ave;Woodland Dr;E 4th Ave & Woodland Dr, Vancouver, BC, Canada;D;S;S;;49.266908;-123.073548;494649.0;5457129.0;Grandview Elementary;49.266908,-123.073548
41.0;E 5th Ave;St George St;E 5th Ave & St George St, Vancouver, BC, Canada;S;S;;;49.313758;-123.072315;494744.0;5462338.0;;49.313758,-123.072315
42.0;E 5th Ave;Carolina St;E 5th Ave & Carolina St, Vancouver, BC, Canada;;;S;D;49.266159;-123.090973;493381.0;5457048.0;;49.266159,-123.090973
43.0;E 5th Ave;Woodland Dr;E 5th Ave & Woodland Dr, Vancouver, BC, Canada;;S;S;S;49.266008;-123.073556;494648.0;5457029.0;Grandview Elementary;49.266008,-123.073556
44.0;E 5th Ave;Commercial Dr;E 5th Ave & Commercial Dr, Vancouver, BC, Canada;S;;S;;49.265986;-123.069694;494929.0;5457027.0;;49.265986,-123.069694
49.0;W 6th Ave;Stephens St;W 6th Ave & Stephens St, Vancouver, BC, Canada;;S;S;;49.266604;-123.166441;487891.0;5457106.0;;49.266604,-123.166441
50.0;W 6th Ave;Macdonald St;W 6th Ave & Macdonald St, Vancouver, BC, Canada;;S;;;49.266649;-123.168383;487749.0;5457112.0;;49.266649,-123.168383
57.0;E 6th Ave;N Grandview Hwy;E 6th Ave & N Grandview Hwy, Vancouver, BC, Canada;;S;;S;49.264996;-123.073368;494662.0;5456917.0;;49.264996,-123.073368
59.0;E 6th Ave;Kamloops St;E 6th Ave & Kamloops St, Vancouver, BC, Canada;;;S;;49.264785;-123.054711;496019.0;5456892.0;;49.264785,-123.054711
66.0;W 7th Ave;Spruce St;W 7th Ave & Spruce St, Vancouver, BC, Canada;S;S;D;D;49.265205;-123.128911;490621.0;5456946.0;;49.265205,-123.128911
72.0;E 7th Ave;St Catherines St;E 7th Ave & St Catherines St, Vancouver, BC, Canada;;D;S;S;49.264302;-123.085205;493800.0;5456841.0;;49.264302,-123.085205
76.0;E 7th Ave;Mc Lean Dr;E 7th Ave & Mc Lean Dr, Vancouver, BC, Canada;;;S;S;49.264223;-123.075573;494501.0;5456831.0;;49.264223,-123.075573
83.0;W 8th Ave;Bayswater St;W 8th Ave & Bayswater St, Vancouver, BC, Canada;S;S;;;49.265016;-123.171185;487545.0;5456931.0;Gordon;49.265016,-123.171185
84.0;W 8th Ave;Balsam St;W 8th Ave & Balsam St, Vancouver, BC, Canada;;;;S;49.264841;-123.159997;488359.0;5456909.0;;49.264841,-123.159997
88.0;W 8th Ave;Pine St;W 8th Ave & Pine St, Vancouver, BC, Canada;;S;;S;49.26439;-123.143832;489535.0;5456857.0;;49.26439,-123.143832
89.0;W 8th Ave;Spruce St;W 8th Ave & Spruce St, Vancouver, BC, Canada;S;S;;;49.264349;-123.128951;490618.0;5456850.0;;49.264349,-123.128951
91.0;W 8th Ave;Ontario St;W 8th Ave & Ontario St, Vancouver, BC, Canada;D;D;S;D;49.263773;-123.104863;492370.0;5456784.0;;49.263773,-123.104863
95.0;E 8th Ave;Windsor St;E 8th Ave & Windsor St, Vancouver, BC, Canada;S;S;;;49.263391;-123.083277;493941.0;5456739.0;;49.263391,-123.083277
97.0;E 8th Ave;Fraser St;E 8th Ave & Fraser St, Vancouver, BC, Canada;S;;S;D;49.263429;-123.089125;493515.0;5456744.0;;49.263429,-123.089125
99.0;E 8th Ave;Woodland Dr;E 8th Ave & Woodland Dr, Vancouver, BC, Canada;S;S;S;S;49.263306;-123.073646;494641.0;5456729.0;;49.263306,-123.073646
103.0;W 10th Ave;Heather St;W 10th Ave & Heather St, Vancouver, BC, Canada;;D;;;49.262344;-123.11991;491275.0;5456626.0;;49.262344,-123.11991
105.0;W 10th Ave;Discovery St;W 10th Ave & Discovery St, Vancouver, BC, Canada;D;D;D;D;49.263744;-123.203024;485228.0;5456795.0;;49.263744,-123.203024
108.0;W 10th Ave;Highbury St;W 10th Ave & Highbury St, Vancouver, BC, Canada;;;;S;49.263521;-123.187823;486334.0;5456767.0;;49.263521,-123.187823
110.0;W 10th Ave;Trutch St;W 10th Ave & Trutch St, Vancouver, BC, Canada;D;;S;;49.263332;-123.175954;487198.0;5456744.0;;49.263332,-123.175954
111.0;W 10th Ave;Yew St;W 10th Ave & Yew St, Vancouver, BC, Canada;D;;;S;49.262906;-123.155337;488698.0;5456694.0;St John;49.262906,-123.155337
115.0;W 10th Ave;Cypress St;W 10th Ave & Cypress St, Vancouver, BC, Canada;S;;S;;49.272382;-123.146987;489307.0;5457746.0;Tennyson;49.272382,-123.146987
121.0;E 10th Ave;Commercial Dr;E 10th Ave & Commercial Dr, Vancouver, BC, Canada;S;S;S;S;49.261369;-123.069779;494922.0;5456513.0;;49.261369,-123.069779
125.0;W 11th Ave;Arbutus St;W 11th Ave & Arbutus St, Vancouver, BC, Canada;S;;;;49.261947;-123.153066;488863.0;5456587.0;;49.261947,-123.153066
126.0;W 11th Ave;Maple St;W 11th Ave & Maple St, Vancouver, BC, Canada;S;S;S;;49.261898;-123.150605;489042.0;5456581.0;;49.261898,-123.150605
131.0;E 11th Ave;St George St;E 11th Ave & St George St, Vancouver, BC, Canada;;;;D;49.260694;-123.093034;493230.0;5456440.0;;49.260694,-123.093034
132.0;E 11th Ave;Sophia St;E 11th Ave & Sophia St, Vancouver, BC, Canada;;;S;;49.261098;-123.098292;492848.0;5456486.0;;49.261098,-123.098292
137.0;W 12th Ave;Columbia St;W 12th Ave & Columbia St, Vancouver, BC, Canada;;;S;;49.260338;-123.10956;492028.0;5456402.0;;49.260338,-123.10956
145.0;W 13th Ave;Ash St;W 13th Ave & Ash St, Vancouver, BC, Canada;;;S;;49.259501;-123.117647;491439.0;5456310.0;;49.259501,-123.117647
148.0;E 13th Ave;Sophia St;E 13th Ave & Sophia St, Vancouver, BC, Canada;D;D;;;49.260459;-123.097891;492877.0;5456415.0;;49.260459,-123.097891
151.0;W 14th Ave;Heather St;W 14th Ave & Heather St, Vancouver, BC, Canada;;;S;S;49.258635;-123.120014;491267.0;5456214.0;Blessed Sacrament;49.258635,-123.120014
161.0;W 15th Ave;Manitoba St;W 15th Ave & Manitoba St, Vancouver, BC, Canada;;S;;;49.257609;-123.107057;492210.0;5456099.0;Simon Fraser;49.257609,-123.107057
169.0;E 15th Ave;Renfrew St;E 15th Ave & Renfrew St, Vancouver, BC, Canada;S;S;;;49.256309;-123.044389;496769.0;5455950.0;St Jude Parish;49.256309,-123.044389
171.0;W 16th Ave;Camosun St;W 16th Ave & Camosun St, Vancouver, BC, Canada;;;S;S;49.258168;-123.196559;485697.0;5456174.0;Queen Elizabeth;49.258168,-123.196559
174.0;W 16th Ave;Burrard St;W 16th Ave & Burrard St, Vancouver, BC, Canada;;;S;;49.257173;-123.146001;489376.0;5456055.0;;49.257173,-123.146001
181.0;E 16th Ave;Fraser St;E 16th Ave & Fraser St, Vancouver, BC, Canada;S;;S;;49.256429;-123.089977;493452.0;5455966.0;;49.256429,-123.089977
182.0;E 16th Ave;Carolina St;E 16th Ave & Carolina St, Vancouver, BC, Canada;S;S;S;D;49.256473;-123.091827;493318.0;5455971.0;;49.256473,-123.091827
189.0;W 17th Ave;Ash St;W 17th Ave & Ash St, Vancouver, BC, Canada;;S;S;S;49.256075;-123.11817;491401.0;5455929.0;;49.256075,-123.11817
197.0;W 18th Ave;Cambie St;W 18th Ave & Cambie St, Vancouver, BC, Canada;S;S;S;S;49.254909;-123.115111;491623.0;5455799.0;;49.254909,-123.115111
200.0;W 19th Ave;Crown St;W 19th Ave & Crown St, Vancouver, BC, Canada;S;;;;49.25562;-123.193553;485915.0;5455890.0;;49.25562,-123.193553
202.0;W 19th Ave;Cypress St;W 19th Ave & Cypress St, Vancouver, BC, Canada;S;S;S;S;49.254452;-123.148517;489192.0;5455753.0;;49.254452,-123.148517
203.0;W 19th Ave;Heather St;W 19th Ave & Heather St, Vancouver, BC, Canada;;;S;S;49.254304;-123.120197;491253.0;5455733.0;;49.254304,-123.120197
209.0;E 19th Ave;Penticton St;E 19th Ave & Penticton St, Vancouver, BC, Canada;S;;;;49.253224;-123.052172;496203.0;5455607.0;;49.253224,-123.052172
213.0;E 20th Ave;Main St;E 20th Ave & Main St, Vancouver, BC, Canada;D;D;D;D;49.252987;-123.100906;492656.0;5455584.0;;49.252987,-123.100906
216.0;E 20th Ave;St George St;E 20th Ave & St George St, Vancouver, BC, Canada;;S;;;49.252895;-123.093924;493165.0;5455573.0;;49.252895,-123.093924
224.0;W 21st Ave;Cambie St;W 21st Ave & Cambie St, Vancouver, BC, Canada;;;S;;49.25211;-123.115204;491616.0;5455488.0;;49.25211,-123.115204
225.0;E 21st Ave;Main St;E 21st Ave & Main St, Vancouver, BC, Canada;D;D;;D;49.252087;-123.100932;492654.0;5455484.0;;49.252087,-123.100932
227.0;W 22nd Ave;Ash St;W 22nd Ave & Ash St, Vancouver, BC, Canada;S;;;S;49.25155;-123.118334;491388.0;5455426.0;;49.25155,-123.118334
229.0;E 22nd Ave;Main St;E 22nd Ave & Main St, Vancouver, BC, Canada;;D;;D;49.251172;-123.100963;492652.0;5455382.0;;49.251172,-123.100963
231.0;E 22nd Ave;Inverness St;E 22nd Ave & Inverness St, Vancouver, BC, Canada;;S;;;49.250851;-123.079927;494183.0;5455345.0;;49.250851,-123.079927
232.0;E 22nd Ave;Windsor St;E 22nd Ave & Windsor St, Vancouver, BC, Canada;;;;S;49.250921;-123.083804;493901.0;5455353.0;;49.250921,-123.083804
233.0;E 22nd Ave;St Catherine St;E 22nd Ave & St Catherine St, Vancouver, BC, Canada;S;;;;49.250941;-123.085747;493759.0;5455355.0;;49.250941,-123.085747
234.0;E 22nd Ave;Prince Albert St;E 22nd Ave & Prince Albert St, Vancouver, BC, Canada;;;;S;49.250972;-123.087671;493619.0;5455359.0;;49.250972,-123.087671
240.0;W 23rd Ave;Blenheim St;W 23rd Ave & Blenheim St, Vancouver, BC, Canada;S;;;S;49.251938;-123.178556;487005.0;5455478.0;;49.251938,-123.178556
242.0;W 23rd Ave;Laurel St;W 23rd Ave & Laurel St, Vancouver, BC, Canada;S;;;;49.250765;-123.124642;490929.0;5455340.0;;49.250765,-123.124642
244.0;W 23rd Ave;Ontario St;W 23rd Ave & Ontario St, Vancouver, BC, Canada;;;S;;49.249927;-123.104968;492360.0;5455244.0;;49.249927,-123.104968
250.0;E 23rd Ave;Kaslo St;E 23rd Ave & Kaslo St, Vancouver, BC, Canada;S;;;;49.249708;-123.047058;496575.0;5455216.0;;49.249708,-123.047058
251.0;W 24th Ave;Trafalgar St;W 24th Ave & Trafalgar St, Vancouver, BC, Canada;S;S;S;S;49.250976;-123.165302;487970.0;5455369.0;Trafalgar;49.250976,-123.165302
253.0;E 24th Ave;Prince Albert St;E 24th Ave & Prince Albert St, Vancouver, BC, Canada;;;;S;49.24916;-123.087737;493614.0;5455158.0;;49.24916,-123.087737
256.0;E 24th Ave;Kootenay St;E 24th Ave & Kootenay St, Vancouver, BC, Canada;;;S;;49.248794;-123.026239;498090.0;5455113.0;;49.248794,-123.026239
263.0;E 26th Ave;John St;E 26th Ave & John St, Vancouver, BC, Canada;;D;;;49.247517;-123.09728;492920.0;5454976.0;;49.247517,-123.09728
265.0;E 26th Ave;Balkan St;E 26th Ave & Balkan St, Vancouver, BC, Canada;;S;S;;49.247371;-123.09545;493053.0;5454959.0;;49.247371,-123.09545
268.0;E 26th Ave;St Catherine St;E 26th Ave & St Catherine St, Vancouver, BC, Canada;;S;;;49.24751;-123.085785;493756.0;5454974.0;;49.24751,-123.085785
271.0;W 27th Ave;Carnarvon St;W 27th Ave & Carnarvon St, Vancouver, BC, Canada;S;;;S;49.248063;-123.172915;487415.0;5455046.0;;49.248063,-123.172915
273.0;W 27th Ave;Ontario St;W 27th Ave & Ontario St, Vancouver, BC, Canada;S;;;;49.246844;-123.105075;492352.0;5454902.0;Wolfe;49.246844,-123.105075
275.0;E 27th Ave;Fraser St;E 27th Ave & Fraser St, Vancouver, BC, Canada;;;D;D;49.246598;-123.090194;493435.0;5454873.0;;49.246598,-123.090194
276.0;E 27th Ave;St Catherine St;E 27th Ave & St Catherine St, Vancouver, BC, Canada;;;;S;49.24654;-123.085831;493753.0;5454866.0;;49.24654,-123.085831
277.0;E 27th Ave;Brant St;E 27th Ave & Brant St, Vancouver, BC, Canada;S;;;;49.246719;-123.058054;495774.0;5454884.0;;49.246719,-123.058054
282.0;E 28th Ave;Main St;E 28th Ave & Main St, Vancouver, BC, Canada;;;D;S;49.24571;-123.101236;492631.0;5454775.0;;49.24571,-123.101236
284.0;E 28th Ave;Slocan St;E 28th Ave & Slocan St, Vancouver, BC, Canada;S;;;;49.245468;-123.049648;496386.0;5454745.0;;49.245468,-123.049648
287.0;E 28th Ave;Skeena St;E 28th Ave & Skeena St, Vancouver, BC, Canada;S;;;;49.245351;-123.028558;497921.0;5454731.0;;49.245351,-123.028558
288.0;W 29th Ave;Wallace St;W 29th Ave & Wallace St, Vancouver, BC, Canada;;;;S;49.246194;-123.190882;486107.0;5454842.0;;49.246194,-123.190882
291.0;W 29th Ave;Heather St;W 29th Ave & Heather St, Vancouver, BC, Canada;S;S;;;49.245266;-123.120493;491230.0;5454728.0;;49.245266,-123.120493
292.0;W 29th Ave;Ash St;W 29th Ave & Ash St, Vancouver, BC, Canada;S;;;;49.24524;-123.118572;491370.0;5454725.0;;49.24524,-123.118572
293.0;E 29th Ave;Fraser St;E 29th Ave & Fraser St, Vancouver, BC, Canada;;S;;;49.244558;-123.090253;493431.0;5454646.0;;49.244558,-123.090253
296.0;W 30th Ave;Highbury St;W 30th Ave & Highbury St, Vancouver, BC, Canada;S;;;;49.245234;-123.188124;486307.0;5454734.0;;49.245234,-123.188124
297.0;W 30th Ave;Wallace St;W 30th Ave & Wallace St, Vancouver, BC, Canada;S;;;;49.245236;-123.190901;486105.0;5454735.0;;49.245236,-123.190901
300.0;W 30th Ave;Heather St;W 30th Ave & Heather St, Vancouver, BC, Canada;S;S;;;49.244353;-123.120515;491228.0;5454626.0;;49.244353,-123.120515
303.0;E 30th Ave;Nanaimo St;E 30th Ave & Nanaimo St, Vancouver, BC, Canada;;D;;S;49.240869;-123.058769;495722.0;5454234.0;;49.240869,-123.058769
308.0;W 32nd Ave;Wallace St;W 32nd Ave & Wallace St, Vancouver, BC, Canada;;S;S;S;49.243355;-123.190899;486105.0;5454526.0;;49.243355,-123.190899
309.0;W 32nd Ave;Laurel St;W 32nd Ave & Laurel St, Vancouver, BC, Canada;S;S;;;49.242378;-123.124969;490903.0;5454407.0;;49.242378,-123.124969
