ID;Street 1;Street 2;Address;NW;NE;SW;SE;Lat ;Long;UTM_X;UTM_Y;School;geopoint
311.0;E 32nd Ave;St Catherine St;E 32nd Ave & St Catherine St, Vancouver, BC, Canada;;;S;;49.241682;-123.085987;493741.0;5454326.0;McBride Annex;49.241682,-123.085987
312.0;W 33rd Ave;Wallace St;W 33rd Ave & Wallace St, Vancouver, BC, Canada;S;S;;;49.242391;-123.190903;486104.0;5454419.0;;49.242391,-123.190903
314.0;W 33rd Ave;Valley Dr;W 33rd Ave & Valley Dr, Vancouver, BC, Canada;D;D;S;S;49.242031;-123.149427;489123.0;5454372.0;;49.242031,-123.149427
315.0;W 33rd Ave;Quilchena Crescent;W 33rd Ave & Quilchena Crescent, Vancouver, BC, Canada;S;S;S;S;49.241988;-123.147249;489282.0;5454367.0;;49.241988,-123.147249
317.0;E 33rd Ave;Windsor St;E 33rd Ave & Windsor St, Vancouver, BC, Canada;D;;;;49.240244;-123.084597;493842.0;5454166.0;;49.240244,-123.084597
319.0;E 33rd Ave;Argyle St;E 33rd Ave & Argyle St, Vancouver, BC, Canada;;;;S;49.240115;-123.070868;494841.0;5454151.0;;49.240115,-123.070868
327.0;E 34th Ave;Commercial St;E 34th Ave & Commercial St, Vancouver, BC, Canada;;;;S;49.239265;-123.068515;495012.0;5454056.0;;49.239265,-123.068515
328.0;E 34th Ave;Argyle St;E 34th Ave & Argyle St, Vancouver, BC, Canada;S;;;S;49.239297;-123.071289;494810.0;5454060.0;;49.239297,-123.071289
330.0;E 34th Ave;St Margarets St;E 34th Ave & St Margarets St, Vancouver, BC, Canada;;;;S;49.238893;-123.056562;495882.0;5454014.0;;49.238893,-123.056562
331.0;E 34th Ave;Slocan St;E 34th Ave & Slocan St, Vancouver, BC, Canada;;S;S;;49.238891;-123.054212;496053.0;5454014.0;;49.238891,-123.054212
335.0;E 35th Ave;Culloden St;E 35th Ave & Culloden St, Vancouver, BC, Canada;;;S;;49.238569;-123.079035;494246.0;5453979.0;;49.238569,-123.079035
337.0;E 35th Ave;Commercial St;E 35th Ave & Commercial St, Vancouver, BC, Canada;S;;;S;49.238367;-123.06856;495009.0;5453956.0;;49.238367,-123.06856
341.0;W 37th Ave;Carnarvon St;W 37th Ave & Carnarvon St, Vancouver, BC, Canada;;S;;;49.238524;-123.173035;487404.0;5453986.0;;49.238524,-123.173035
343.0;W 37th Ave;Larch St;W 37th Ave & Larch St, Vancouver, BC, Canada;D;S;;S;49.238405;-123.162605;488163.0;5453971.0;;49.238405,-123.162605
344.0;W 37th Ave;Yew St;W 37th Ave & Yew St, Vancouver, BC, Canada;S;;S;;49.238349;-123.158385;488470.0;5453964.0;;49.238349,-123.158385
350.0;W 37th Ave;Baillie St;W 37th Ave & Baillie St, Vancouver, BC, Canada;;;S;;49.237477;-123.122224;491102.0;5453862.0;;49.237477,-123.122224
351.0;W 37th Ave;Alberta St;W 37th Ave & Alberta St, Vancouver, BC, Canada;S;;;;49.237032;-123.113281;491753.0;5453812.0;;49.237032,-123.113281
352.0;W 37th Ave;Elizabeth St;W 37th Ave & Elizabeth St, Vancouver, BC, Canada;;S;;;49.237051;-123.111893;491854.0;5453814.0;;49.237051,-123.111893
360.0;E 37th Ave;Clarendon St;E 37th Ave & Clarendon St, Vancouver, BC, Canada;;S;S;S;49.237386;-123.055466;495962.0;5453846.0;;49.237386,-123.055466
363.0;W 38th Ave;Collingwood St;W 38th Ave & Collingwood St, Vancouver, BC, Canada;;;;S;49.237784;-123.182024;486749.0;5453905.0;;49.237784,-123.182024
364.0;W 38th Ave;Oak St;W 38th Ave & Oak St, Vancouver, BC, Canada;S;;;;49.236742;-123.127966;490684.0;5453781.0;;49.236742,-123.127966
366.0;E 38th Ave;Nanaimo St;E 38th Ave & Nanaimo St, Vancouver, BC, Canada;;D;D;;49.235882;-123.05879;495720.0;5453679.0;;49.235882,-123.05879
367.0;E 38th Ave;Slocan St;E 38th Ave & Slocan St, Vancouver, BC, Canada;;S;;;49.235865;-123.054243;496051.0;5453677.0;;49.235865,-123.054243
370.0;W 39th Ave;Blenheim St;W 39th Ave & Blenheim St, Vancouver, BC, Canada;;;;S;49.236642;-123.178716;486990.0;5453778.0;;49.236642,-123.178716
375.0;E 39th Ave;Sherbrooke St;E 39th Ave & Sherbrooke St, Vancouver, BC, Canada;S;;;S;49.234846;-123.08111;494095.0;5453566.0;;49.234846,-123.08111
378.0;E 39th Ave;Knight St;E 39th Ave & Knight St, Vancouver, BC, Canada;;S;;S;49.234797;-123.076962;494397.0;5453560.0;;49.234797,-123.076962
379.0;E 39th Ave;Bruce St;E 39th Ave & Bruce St, Vancouver, BC, Canada;;;S;;49.234707;-123.070049;494900.0;5453549.0;;49.234707,-123.070049
381.0;E 39th Ave;Fleming St;E 39th Ave & Fleming St, Vancouver, BC, Canada;;S;S;;49.234749;-123.072823;494698.0;5453554.0;;49.234749,-123.072823
382.0;E 39th Ave;Dumfries St;E 39th Ave & Dumfries St, Vancouver, BC, Canada;;S;S;;49.234768;-123.074206;494597.0;5453557.0;;49.234768,-123.074206
383.0;E 39th Ave;Lanark St;E 39th Ave & Lanark St, Vancouver, BC, Canada;;S;S;;49.23478;-123.075568;494498.0;5453558.0;;49.23478,-123.075568
387.0;E 40th Ave;Gladstone St;E 40th Ave & Gladstone St, Vancouver, BC, Canada;S;;;S;49.233897;-123.062117;495477.0;5453459.0;;49.233897,-123.062117
391.0;W 41st Ave;Mackenzie St;W 41st Ave & Mackenzie St, Vancouver, BC, Canada;;;S;S;49.234734;-123.170297;487602.0;5453564.0;;49.234734,-123.170297
392.0;W 41st Ave;Elm St;W 41st Ave & Elm St, Vancouver, BC, Canada;;S;;S;49.234691;-123.164162;488049.0;5453558.0;;49.234691,-123.164162
393.0;W 41st Ave;Macdonald St;W 41st Ave & Macdonald St, Vancouver, BC, Canada;S;S;;S;49.234718;-123.167395;487813.0;5453562.0;;49.234718,-123.167395
397.0;W 42st Ave;Balaclava St;W 42st Ave & Balaclava St, Vancouver, BC, Canada;S;;;S;49.23378;-123.175746;487205.0;5453459.0;Crofton House;49.23378,-123.175746
398.0;W 42nd Ave;Blenheim St;W 42nd Ave & Blenheim St, Vancouver, BC, Canada;S;;;;49.233801;-123.178755;486986.0;5453462.0;;49.233801,-123.178755
401.0;W 42nd Ave;Ontario St;W 42nd Ave & Ontario St, Vancouver, BC, Canada;;;S;;49.232234;-123.105685;492305.0;5453278.0;;49.232234,-123.105685
406.0;W 43rd Ave;Elm St;W 43rd Ave & Elm St, Vancouver, BC, Canada;;S;;;49.232854;-123.164228;488044.0;5453354.0;;49.232854,-123.164228
408.0;E 43rd Ave;Prince Edward St;E 43rd Ave & Prince Edward St, Vancouver, BC, Canada;;;S;S;49.231086;-123.097288;492917.0;5453149.0;;49.231086,-123.097288
412.0;E 43rd Ave;Argyle St;E 43rd Ave & Argyle St, Vancouver, BC, Canada;;S;;;49.230566;-123.071562;494789.0;5453089.0;;49.230566,-123.071562
414.0;E 43rd Ave;Rhodes St;E 43rd Ave & Rhodes St, Vancouver, BC, Canada;S;;;;49.231154;-123.050131;496350.0;5453153.0;;49.231154,-123.050131
417.0;W 44th Ave;Balaclava St;W 44th Ave & Balaclava St, Vancouver, BC, Canada;S;S;;S;49.231908;-123.17584;487198.0;5453251.0;;49.231908,-123.17584
418.0;E 44th Ave;Sophia St;E 44th Ave & Sophia St, Vancouver, BC, Canada;;S;;S;49.230215;-123.099438;492760.0;5453052.0;;49.230215,-123.099438
420.0;E 44th Ave;St George St;E 44th Ave & St George St, Vancouver, BC, Canada;S;;S;;49.230124;-123.093943;493160.0;5453042.0;;49.230124,-123.093943
423.0;W 45th Ave;Tisdall St;W 45th Ave & Tisdall St, Vancouver, BC, Canada;D;S;;D;49.23002;-123.121638;491144.0;5453033.0;;49.23002,-123.121638
425.0;E 45th Ave;Fraser St;E 45th Ave & Fraser St, Vancouver, BC, Canada;D;D;D;D;49.229195;-123.090695;493396.0;5452938.0;;49.229195,-123.090695
428.0;E 45th Ave;Windsor St;E 45th Ave & Windsor St, Vancouver, BC, Canada;S;;S;;49.229096;-123.085137;493801.0;5452927.0;;49.229096,-123.085137
429.0;E 45th Ave;St Catherine St;E 45th Ave & St Catherine St, Vancouver, BC, Canada;S;;;;49.229102;-123.086518;493700.0;5452928.0;;49.229102,-123.086518
435.0;E 45th Ave;Rupert St;E 45th Ave & Rupert St, Vancouver, BC, Canada;;S;S;;49.229171;-123.043133;496859.0;5452933.0;;49.229171,-123.043133
436.0;E 45th Ave;Tyne St;E 45th Ave & Tyne St, Vancouver, BC, Canada;D;S;;D;49.229257;-123.032144;497659.0;5452942.0;;49.229257,-123.032144
445.0;E 46th Ave;Nanaimo St;E 46th Ave & Nanaimo St, Vancouver, BC, Canada;S;;S;;49.228476;-123.059059;495700.0;5452856.0;Waverley Elementary;49.228476,-123.059059
446.0;E 46th Ave;Elliott St;E 46th Ave & Elliott St, Vancouver, BC, Canada;S;;;;49.228471;-123.054631;496022.0;5452855.0;;49.228471,-123.054631
448.0;E 47th Ave;Fraser St;E 47th Ave & Fraser St, Vancouver, BC, Canada;D;D;D;D;49.227344;-123.090704;493395.0;5452732.0;;49.227344,-123.090704
449.0;E 47th Ave;Sophia St;E 47th Ave & Sophia St, Vancouver, BC, Canada;S;;;;49.227507;-123.099458;492758.0;5452751.0;;49.227507,-123.099458
450.0;E 47th Ave;Windsor St;E 47th Ave & Windsor St, Vancouver, BC, Canada;;S;;;49.227296;-123.085194;493797.0;5452727.0;;49.227296,-123.085194
454.0;W 48th Ave;Tisdall St;W 48th Ave & Tisdall St, Vancouver, BC, Canada;S;S;;S;49.22729;-123.121734;491136.0;5452730.0;Jamieson;49.22729,-123.121734
455.0;W 49th Ave;Montegomry St;W 49th Ave & Montegomry St, Vancouver, BC, Canada;S;;S;;49.226665;-123.131917;490395.0;5452661.0;;49.226665,-123.131917
457.0;E 49th Ave;Prince Edward St;E 49th Ave & Prince Edward St, Vancouver, BC, Canada;;;;S;49.225577;-123.097521;492899.0;5452537.0;;49.225577,-123.097521
458.0;E 49th Ave;Ross St;E 49th Ave & Ross St, Vancouver, BC, Canada;;;;S;49.225386;-123.082827;493969.0;5452514.0;;49.225386,-123.082827
459.0;E 49th Ave;Windsor St;E 49th Ave & Windsor St, Vancouver, BC, Canada;S;;S;;49.225411;-123.085228;493794.0;5452517.0;;49.225411,-123.085228
460.0;E 49th Ave;Lancaster St;E 49th Ave & Lancaster St, Vancouver, BC, Canada;;S;;S;49.224804;-123.042583;496899.0;5452447.0;;49.224804,-123.042583
461.0;E 50th Ave;Main St;E 50th Ave & Main St, Vancouver, BC, Canada;D;D;D;D;49.22471;-123.101666;492597.0;5452441.0;;49.22471,-123.101666
465.0;E 50th Ave;Ross St;E 50th Ave & Ross St, Vancouver, BC, Canada;S;;S;;49.224421;-123.082845;493967.0;5452407.0;;49.224421,-123.082845
469.0;E 51st Ave;St George St;E 51st Ave & St George St, Vancouver, BC, Canada;S;;;;49.223616;-123.094137;493145.0;5452318.0;;49.223616,-123.094137
472.0;E 51st Ave;Inverness St;E 51st Ave & Inverness St, Vancouver, BC, Canada;;;S;S;49.22343;-123.080117;494166.0;5452297.0;;49.22343,-123.080117
476.0;E 52nd Ave;St George St;E 52nd Ave & St George St, Vancouver, BC, Canada;;;S;S;49.222707;-123.094149;493144.0;5452217.0;Henderson;49.222707,-123.094149
481.0;E 53rd Ave;St George St;E 53rd Ave & St George St, Vancouver, BC, Canada;S;S;;S;49.221808;-123.094183;493141.0;5452117.0;Henderson;49.221808,-123.094183
485.0;E 54th Ave;Ontario St;E 54th Ave & Ontario St, Vancouver, BC, Canada;S;;S;;49.219945;-123.040834;497026.0;5451907.0;;49.219945,-123.040834
488.0;E 54th Ave;Elmhurst St;E 54th Ave & Elmhurst St, Vancouver, BC, Canada;S;S;;S;49.220193;-123.048031;496502.0;5451935.0;;49.220193,-123.048031
493.0;E 56th Ave;Kerr St;E 56th Ave & Kerr St, Vancouver, BC, Canada;;;;D;49.218187;-123.041405;496984.0;5451711.0;;49.218187,-123.041405
497.0;W 57th Ave;Laurel St;W 57th Ave & Laurel St, Vancouver, BC, Canada;;S;S;D;49.21917;-123.12608;490818.0;5451827.0;Laurier;49.21917,-123.12608
500.0;E 57th Ave;Ross St;E 57th Ave & Ross St, Vancouver, BC, Canada;S;S;S;S;49.218151;-123.08309;493949.0;5451710.0;;49.218151,-123.08309
503.0;E 57th Ave;Elliott St;E 57th Ave & Elliott St, Vancouver, BC, Canada;;S;;;49.217964;-123.054274;496047.0;5451687.0;;49.217964,-123.054274
504.0;W 58th Ave;Laurel St;W 58th Ave & Laurel St, Vancouver, BC, Canada;S;S;S;S;49.218118;-123.126133;490814.0;5451711.0;Laurier;49.218118,-123.126133
506.0;E 58th Ave;Ontario St;E 58th Ave & Ontario St, Vancouver, BC, Canada;S;;S;D;49.217694;-123.106213;492265.0;5451661.0;Sexsmith;49.217694,-123.106213
513.0;W 59th Ave;Heather St;W 59th Ave & Heather St, Vancouver, BC, Canada;D;D;D;D;49.217015;-123.123917;490975.0;5451588.0;Laurier;49.217015,-123.123917
516.0;W 59th Ave;Oak St;W 59th Ave & Oak St, Vancouver, BC, Canada;;S;;S;49.217111;-123.129293;490584.0;5451599.0;;49.217111,-123.129293
521.0;E 59th Ave;Main St;E 59th Ave & Main St, Vancouver, BC, Canada;S;S;D;S;49.216762;-123.101948;492575.0;5451557.0;;49.216762,-123.101948
522.0;E 59th Ave;Prince Edward St;E 59th Ave & Prince Edward St, Vancouver, BC, Canada;S;;;S;49.216649;-123.097813;492876.0;5451544.0;;49.216649,-123.097813
528.0;E 60th Ave;St George St;E 60th Ave & St George St, Vancouver, BC, Canada;S;;;S;49.215689;-123.094164;493142.0;5451437.0;;49.215689,-123.094164
530.0;E 61st Ave;St George St;E 61st Ave & St George St, Vancouver, BC, Canada;S;;S;S;49.214901;-123.094175;493141.0;5451350.0;Trudeau;49.214901,-123.094175
534.0;E 62nd Ave;Ross St;E 62nd Ave & Ross St, Vancouver, BC, Canada;S;;;;49.213799;-123.083158;493943.0;5451226.0;Moberly;49.213799,-123.083158
536.0;E 64th Ave;Buscombe St;E 64th Ave & Buscombe St, Vancouver, BC, Canada;S;;;;49.212213;-123.095335;493056.0;5451051.0;;49.212213,-123.095335
541.0;W 67th Ave;Cartier St;W 67th Ave & Cartier St, Vancouver, BC, Canada;;S;S;S;49.210835;-123.137768;489965.0;5450902.0;David Lloyd;49.210835,-123.137768
542.0;W 67th Ave;Haig St;W 67th Ave & Haig St, Vancouver, BC, Canada;D;S;S;S;49.210822;-123.137017;490020.0;5450901.0;David Lloyd;49.210822,-123.137017
544.0;W 67th Ave;Hudson St;W 67th Ave & Hudson St, Vancouver, BC, Canada;S;S;S;S;49.210775;-123.134316;490217.0;5450895.0;;49.210775,-123.134316
547.0;W 68th Ave;Heather St;W 68th Ave & Heather St, Vancouver, BC, Canada;S;;S;S;49.209899;-123.124136;490958.0;5450797.0;;49.209899,-123.124136
553.0;Mayfair Ave;Dunbar St;Mayfair Ave & Dunbar St, Vancouver, BC, Canada;;S;;;49.236935;-123.185314;486510.0;5453811.0;;49.236935,-123.185314
559.0;W Broadway;Blenheim St;W Broadway & Blenheim St, Vancouver, BC, Canada;S;D;D;D;49.264245;-123.177837;487061.0;5456846.0;;49.264245,-123.177837
560.0;W Broadway;Trutch St;W Broadway & Trutch St, Vancouver, BC, Canada;D;D;D;S;49.264236;-123.17591;487201.0;5456845.0;;49.264236,-123.17591
561.0;W Broadway;Balaclava St;W Broadway & Balaclava St, Vancouver, BC, Canada;D;S;D;S;49.264197;-123.173973;487342.0;5456840.0;;49.264197,-123.173973
565.0;W Broadway;Trafalgar St;W Broadway & Trafalgar St, Vancouver, BC, Canada;S;D;D;D;49.264029;-123.164649;488020.0;5456820.0;;49.264029,-123.164649
568.0;W Broadway;Vine St;W Broadway & Vine St, Vancouver, BC, Canada;S;;;;49.263914;-123.157688;488527.0;5456806.0;;49.263914,-123.157688
573.0;Ogden Ave;Chestnut St;Ogden Ave & Chestnut St, Vancouver, BC, Canada;;;D;;49.276782;-123.146201;489365.0;5458235.0;;49.276782,-123.146201
577.0;Cypress St;York Ave;Cypress St & York Ave, Vancouver, BC, Canada;S;;;S;49.271592;-123.147833;489246.0;5457658.0;Henry Hudson;49.271592,-123.147833
578.0;Maple St;York Ave;Maple St & York Ave, Vancouver, BC, Canada;D;S;;S;49.271633;-123.150251;489070.0;5457663.0;Henry Hudson;49.271633,-123.150251
579.0;Yew St;York Ave;Yew St & York Ave, Vancouver, BC, Canada;D;D;D;S;49.271703;-123.155002;488724.0;5457671.0;;49.271703,-123.155002
581.0;W Kent Ave N;Cambie St;W Kent Ave N & Cambie St, Vancouver, BC, Canada;S;;;;49.206055;-123.117325;491454.0;5450368.0;;49.206055,-123.117325
584.0;Comox St;Bidwell St;Comox St & Bidwell St, Vancouver, BC, Canada;S;S;S;;49.287665;-123.138101;489957.0;5459444.0;;49.287665,-123.138101
585.0;Comox St;Cardeo St;Comox St & Cardeo St, Vancouver, BC, Canada;D;;;;49.28662;-123.136507;490072.0;5459327.0;;49.28662,-123.136507
589.0;Nicola St;Beach Ave;Nicola St & Beach Ave, Vancouver, BC, Canada;;S;;;49.282374;-123.140685;489768.0;5458856.0;;49.282374,-123.140685
590.0;Nicola St;Comox St;Nicola St & Comox St, Vancouver, BC, Canada;S;S;S;;49.285873;-123.13537;490155.0;5459244.0;;49.285873,-123.13537
592.0;Broughton St;W Hastings St;Broughton St & W Hastings St, Vancouver, BC, Canada;D;D;;;49.289973;-123.126809;490778.0;5459699.0;;49.289973,-123.126809
593.0;Burnaby St;Jervis St;Burnaby St & Jervis St, Vancouver, BC, Canada;;S;;;49.2821;-123.135999;490108.0;5458825.0;;49.2821,-123.135999
594.0;Robson St;Jervis St;Robson St & Jervis St, Vancouver, BC, Canada;;;S;;49.287024;-123.128524;490653.0;5459371.0;;49.287024,-123.128524
596.0;Bute St;Haro St;Bute St  & Haro St, Vancouver, BC, Canada;S;;;;49.285308;-123.128037;490688.0;5459180.0;;49.285308,-123.128037
597.0;Bute St;Mellville St;Bute St  & Mellville St, Vancouver, BC, Canada;;;S;S;49.287867;-123.124207;490967.0;5459464.0;;49.287867,-123.124207
599.0;Thurlow St;Davie St;Thurlow St & Davie St, Vancouver, BC, Canada;S;S;S;S;49.280393;-123.131196;490457.0;5458634.0;;49.280393,-123.131196
602.0;Richards St;Nelson St;Richards St & Nelson St, Vancouver, BC, Canada;;;;S;49.278002;-123.121047;491195.0;5458367.0;;49.278002,-123.121047
606.0;Richards St;Drake St;Richards St & Drake St, Vancouver, BC, Canada;;S;;S;49.274836;-123.12582;490847.0;5458016.0;;49.274836,-123.12582
609.0;Homer St;Beach Crescent;Homer St & Beach Crescent, Vancouver, BC, Canada;D;S;S;;49.278114;-123.119003;491344.0;5458379.0;;49.278114,-123.119003
610.0;Homer St;Pacific Blvd;Homer St & Pacific Blvd, Vancouver, BC, Canada;;;D;;49.273156;-123.125873;490843.0;5457829.0;;49.273156,-123.125873
611.0;Homer St;Helmcken St;Homer St & Helmcken St, Vancouver, BC, Canada;S;;;;49.276324;-123.121702;491147.0;5458181.0;;49.276324,-123.121702
613.0;Hamilton St;Dunsmir St;Hamilton St & Dunsmir St, Vancouver, BC, Canada;S;;;;49.281094;-123.112511;491817.0;5458710.0;;49.281094,-123.112511
618.0;Marinaside Crescent;Drake St;Marinaside Crescent & Drake St, Vancouver, BC, Canada;D;S;S;;49.271954;-123.121377;491170.0;5457695.0;;49.271954,-123.121377
620.0;Marinaside Crescent;Aquarius Mews;Marinaside Crescent & Aquarius Mews , Vancouver, BC, Canada;S;S;;;49.273443;-123.118786;491359.0;5457860.0;;49.273443,-123.118786
621.0;Marinaside Crescent;Boathouse Mews;Marinaside Crescent & Boathouse Mews , Vancouver, BC, Canada;S;S;;;49.273473;-123.117689;491439.0;5457863.0;;49.273473,-123.117689
628.0;Dunsmuir St;Beaty St;Dunsmuir St & Beaty St, Vancouver, BC, Canada;S;;;;49.27985;-123.110584;491957.0;5458572.0;;49.27985,-123.110584
635.0;Carrall St;W Pender St;Carrall St & W Pender St, Vancouver, BC, Canada;S;D;S;;49.280491;-123.104369;492409.0;5458642.0;;49.280491,-123.104369
639.0;Quebec St;Switchmen St;Quebec St & Switchmen St, Vancouver, BC, Canada;;S;;S;49.271202;-123.102189;492566.0;5457609.0;;49.271202,-123.102189
642.0;Alexander St;Main St;Alexander St & Main St, Vancouver, BC, Canada;;;S;;49.284088;-123.099522;492762.0;5459042.0;;49.284088,-123.099522
643.0;E Pender St;Main St;E Pender St & Main St, Vancouver, BC, Canada;;S;;;49.280387;-123.099694;492749.0;5458630.0;;49.280387,-123.099694
644.0;Keefer St;Main St;Keefer St & Main St, Vancouver, BC, Canada;S;S;;S;49.279482;-123.099737;492745.0;5458530.0;;49.279482,-123.099737
648.0;Walter Hardwick Ave;Ontario St;Walter Hardwick Ave & Ontario St, Vancouver, BC, Canada;S;;S;;49.270912;-123.104585;492391.0;5457577.0;;49.270912,-123.104585
652.0;Columbia St;Athletes Way;Columbia St & Athletes Way, Vancouver, BC, Canada;;S;S;D;49.271591;-123.109344;492045.0;5457653.0;;49.271591,-123.109344
653.0;Ontario St;Broadway;Ontario St & Broadway, Vancouver, BC, Canada;S;S;S;;49.266469;-123.104738;492380.0;5457083.0;;49.266469,-123.104738
655.0;E Cordova St;Jackson Ave;E Cordova St & Jackson Ave, Vancouver, BC, Canada;S;;;;49.28218;-123.09336;493210.0;5458829.0;;49.28218,-123.09336
657.0;Jackson Ave;E Pender St;Jackson Ave & E Pender St, Vancouver, BC, Canada;D;D;D;D;49.280288;-123.093437;493204.0;5458619.0;Lord Strathcona;49.280288,-123.093437
661.0;Vernon Dr;E Pender St;Vernon Dr & E Pender St, Vancouver, BC, Canada;D;;;S;49.280037;-123.079188;494240.0;5458589.0;;49.280037,-123.079188
665.0;Union St;Campbell Ave;Union St & Campbell Ave, Vancouver, BC, Canada;S;S;S;S;49.277401;-123.084954;493820.0;5458297.0;;49.277401,-123.084954
667.0;E King Edward Ave;Windsor St;E King Edward Ave & Windsor St, Vancouver, BC, Canada;S;S;S;S;49.24856;-123.084096;493879.0;5455091.0;;49.24856,-123.084096
670.0;Victoria Dr;E Pender St;Victoria Dr & E Pender St, Vancouver, BC, Canada;S;;;;49.280252;-123.065601;495228.0;5458612.0;William Macdonald;49.280252,-123.065601
671.0;E Georgia St;Victoria Dr;E Georgia St & Victoria Dr, Vancouver, BC, Canada;D;S;;;49.278397;-123.065635;495226.0;5458406.0;;49.278397,-123.065635
673.0;Venables St;Woodland Dr;Venables St & Woodland Dr, Vancouver, BC, Canada;;S;;D;49.27672;-123.072769;494707.0;5458220.0;;49.27672,-123.072769
678.0;William St;Mc Lean Dr;William St & Mc Lean Dr, Vancouver, BC, Canada;S;S;;;49.274013;-123.074464;494583.0;5457919.0;;49.274013,-123.074464
686.0;Graveley St;Cotton Dr;Graveley St & Cotton Dr, Vancouver, BC, Canada;D;D;S;S;49.270536;-123.07153;494796.0;5457533.0;;49.270536,-123.07153
689.0;N Grandview Hwy;Woodland Dr;N Grandview Hwy & Woodland Dr, Vancouver, BC, Canada;S;S;;;49.264971;-123.073601;494645.0;5456914.0;Grandview Elementary;49.264971,-123.073601
694.0;Borden St;SE Marine Dr;Borden St & SE Marine Dr, Vancouver, BC, Canada;;;;S;49.21099;-123.074093;494603.0;5450913.0;;49.21099,-123.074093
696.0;McGill St;Wall St;McGill St & Wall St, Vancouver, BC, Canada;;D;;D;49.288812;-123.041354;496992.0;5459563.0;;49.288812,-123.041354
697.0;Eton St;Wall St;Eton St & Wall St, Vancouver, BC, Canada;S;D;S;D;49.287774;-123.044683;496750.0;5459448.0;;49.287774,-123.044683
699.0;N Garden Dr;Eton St;N Garden Dr & Eton St, Vancouver, BC, Canada;;;D;D;49.287528;-123.057735;495801.0;5459421.0;;49.287528,-123.057735
700.0;N Garden Dr;Cambridge St;N Garden Dr & Cambridge St, Vancouver, BC, Canada;S;D;;D;49.286612;-123.057757;495799.0;5459319.0;;49.286612,-123.057757
701.0;N Garden Dr;Oxford St;N Garden Dr & Oxford St, Vancouver, BC, Canada;S;S;;;49.285702;-123.057759;495799.0;5459218.0;;49.285702,-123.057759
704.0;Triumph St;Lakewood Dr;Triumph St & Lakewood Dr, Vancouver, BC, Canada;S;S;;;49.283908;-123.061647;495516.0;5459019.0;;49.283908,-123.061647
707.0;Nanimo St;Pandora St;Nanimo St & Pandora St, Vancouver, BC, Canada;S;;S;;49.282987;-123.056549;495887.0;5458916.0;;49.282987,-123.056549
711.0;Salsbury Dr;Adanac St;Salsbury Dr & Adanac St, Vancouver, BC, Canada;S;;;;49.277556;-123.068353;495028.0;5458313.0;;49.277556,-123.068353
712.0;Venables St;Templton Dr;Venables St & Templton Dr, Vancouver, BC, Canada;S;;;;49.276616;-123.059806;495649.0;5458208.0;;49.276616,-123.059806
715.0;Grant St;Victoria Dr;Grant St & Victoria Dr, Vancouver, BC, Canada;S;S;;;49.271272;-123.065712;495219.0;5457614.0;;49.271272,-123.065712
718.0;N Grandview Hwy;Garden Dr;N Grandview Hwy & Garden Dr, Vancouver, BC, Canada;;S;;;49.259137;-123.05826;495760.0;5456265.0;;49.259137,-123.05826
721.0;Gladstone St;Kingsway;Gladstone St & Kingsway, Vancouver, BC, Canada;S;;;S;49.243558;-123.061833;495499.0;5454533.0;;49.243558,-123.061833
724.0;Brigadoon Ave;Duff St;Brigadoon Ave & Duff St, Vancouver, BC, Canada;;;;S;49.216598;-123.064685;495289.0;5451536.0;James Douglas;49.216598,-123.064685
725.0;Brigadoon Ave;Humm St;Brigadoon Ave & Humm St, Vancouver, BC, Canada;;;S;S;49.216577;-123.063382;495384.0;5451534.0;James Douglas;49.216577,-123.063382
731.0;N Penticton St;Wall St;N Penticton St & Wall St, Vancouver, BC, Canada;S;S;;;49.291643;-123.051954;496222.0;5459878.0;;49.291643,-123.051954
734.0;N Nanaimo St;Cambridge St;N Nanaimo St & Cambridge St, Vancouver, BC, Canada;S;;S;;49.286596;-123.056556;495887.0;5459317.0;Tillicum Community Annex;49.286596,-123.056556
735.0;N Renfrew St;Dundas St;N Renfrew St & Dundas St, Vancouver, BC, Canada;S;;S;;49.284769;-123.04407;496795.0;5459113.0;;49.284769,-123.04407
744.0;Penticton St;E Pender St;Penticton St & E Pender St, Vancouver, BC, Canada;;S;;;49.280216;-123.051951;496221.0;5458608.0;;49.280216,-123.051951
746.0;Charles St;Slocan St;Charles St & Slocan St, Vancouver, BC, Canada;S;S;S;S;49.273264;-123.049406;496406.0;5457835.0;;49.273264,-123.049406
747.0;Kitchner St;Penticton St;Kitchner St & Penticton St, Vancouver, BC, Canada;S;;;S;49.272292;-123.052054;496213.0;5457727.0;;49.272292,-123.052054
748.0;Grant St;Slocan St;Grant St & Slocan St, Vancouver, BC, Canada;S;D;D;D;49.271368;-123.049436;496403.0;5457624.0;;49.271368,-123.049436
750.0;Graveley St;Nanaimo St;Graveley St & Nanaimo St, Vancouver, BC, Canada;;S;;S;49.270423;-123.05666;495878.0;5457519.0;;49.270423,-123.05666
751.0;Graveley St;Penticton St;Graveley St & Penticton St, Vancouver, BC, Canada;;S;;S;49.270429;-123.052094;496210.0;5457520.0;;49.270429,-123.052094
752.0;Graveley St;Slocan St;Graveley St & Slocan St, Vancouver, BC, Canada;S;;S;;49.270429;-123.049445;496403.0;5457519.0;;49.270429,-123.049445
756.0;Euclid Ave;Earles St;Euclid Ave & Earles St, Vancouver, BC, Canada;;;S;S;49.241195;-123.045387;496696.0;5454269.0;;49.241195,-123.045387
