"","area","year","gender","a_000","a_005","a_010","a_015","a_020","a_025","a_030","a_035","a_040","a_045","a_050","a_055","a_060","a_065","a_070","a_075","a_080","a_085","totalpop","Name","Geom","geo_point_2d","incsd","incd","inprov","outprov","car_drv","car_psg","transit","walk","bicycle","other","youth","workingage","middleage","senior","Latitude","Longitude"
"1","AR",2011,"female",295,335,495,670,515,355,320,490,860,770,630,565,495,360,330,330,335,580,8730,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795,2540,2460,1935,49.2468049108,-123.161669238
"2","AR",2011,"male",280,370,545,695,515,350,240,335,560,695,490,485,445,305,240,215,200,210,7175,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890,2000,2115,1170,49.2468049108,-123.161669238
"3","AR",2011,"total",570,705,1040,1365,1030,705,560,825,1420,1470,1120,1050,945,660,575,545,535,785,15905,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3680,4540,4585,3100,49.2468049108,-123.161669238
"4","AR",2016,"female",220,340,400,580,615,405,290,335,615,800,690,510,515,485,360,340,330,555,8385,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",0.708333333333333,0.282894736842105,0.0043859649122807,0.0043859649122807,0.57429718875502,0.0602409638554217,0.259036144578313,0.0562248995983936,0.0281124497991968,0.0220883534136546,1540,2260,2515,2070,49.2468049108,-123.161669238
"5","AR",2016,"male",230,345,475,650,555,405,285,225,350,555,615,410,420,430,275,250,190,265,6930,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",0.64367816091954,0.347126436781609,0.00459770114942529,0.00459770114942529,0.662698412698413,0.0277777777777778,0.214285714285714,0.0218253968253968,0.0535714285714286,0.0198412698412698,1700,1820,2000,1410,49.2468049108,-123.161669238
"6","AR",2016,"total",455,685,880,1230,1165,805,570,560,965,1350,1310,920,935,915,635,590,525,810,15305,"Arbutus-Ridge","{""type"": ""Polygon"", ""coordinates"": [[[-123.15259552001953, 49.25722503661694], [-123.16487884521483, 49.25742721557202], [-123.16487884521483, 49.25756835937086], [-123.17807006835936, 49.257766723628684], [-123.17810058593747, 49.25716400146071], [-123.17792510986327, 49.25693893432204], [-123.17616271972653, 49.25561141967359], [-123.17501068115232, 49.25408172607007], [-123.1719055175781, 49.25155258178297], [-123.16960144042967, 49.2489624023396], [-123.17092895507811, 49.249671936031], [-123.17218780517575, 49.25004577636304], [-123.1709518432617, 49.24845886230054], [-123.1705627441406, 49.248119354243904], [-123.17015838623044, 49.24788284301343], [-123.17024993896482, 49.23470306396071], [-123.15527343749999, 49.2345237731892], [-123.1550827026367, 49.23939895629468], [-123.15506744384764, 49.23947906493727], [-123.15503692626952, 49.23956298827711], [-123.15500640869138, 49.23964309691969], [-123.15496826171874, 49.239723205562264], [-123.15492248535158, 49.23979949950756], [-123.15487670898436, 49.23987960815015], [-123.1548156738281, 49.23995208739821], [-123.15475463867186, 49.24002456664624], [-123.15468597412108, 49.240097045894295], [-123.15461730957031, 49.24016571044507], [-123.15453338623047, 49.24023056029859], [-123.15444946289061, 49.240291595454835], [-123.15435791015625, 49.24035263061109], [-123.15426635742185, 49.2404060363728], [-123.15416717529295, 49.24045944213453], [-123.15406036376953, 49.24050903319898], [-123.1539611816406, 49.24055480956617], [-123.15384674072263, 49.24059677123608], [-123.15373229980466, 49.24063491820875], [-123.1536178588867, 49.24066925048413], [-123.15349578857419, 49.24069976806226], [-123.15337371826172, 49.24072647094313], [-123.15325164794919, 49.24074935912672], [-123.15312957763672, 49.24076461791578], [-123.15299987792966, 49.24077606200756], [-123.15287780761716, 49.24078750609938], [-123.15274810791014, 49.24079132079663], [-123.1526184082031, 49.240791320796646], [-123.1524963378906, 49.24078369140211], [-123.15236663818361, 49.24077606200757], [-123.15223693847653, 49.24076080321852], [-123.15211486816403, 49.24074554442945], [-123.15199279785155, 49.24072265624585], [-123.15007019042967, 49.24038696288647], [-123.14994049072266, 49.240367889400154], [-123.14981842041016, 49.240352630611085], [-123.14968872070311, 49.240341186519295], [-123.14955902099608, 49.24033737182203], [-123.14942932128905, 49.24033355712476], [-123.14929962158203, 49.24033737182204], [-123.14916992187499, 49.240341186519295], [-123.14904022216797, 49.24035263061108], [-123.14891815185548, 49.24036788940015], [-123.14878845214844, 49.24039077758374], [-123.14866638183591, 49.240413665767335], [-123.14854431152341, 49.240440368648194], [-123.14842224121095, 49.24047470092358], [-123.14830780029297, 49.24051284789625], [-123.14819335937497, 49.2405509948689], [-123.14808654785158, 49.240596771236085], [-123.14797973632812, 49.240646362300524], [-123.1478729248047, 49.240695953364984], [-123.14777374267577, 49.240753173823975], [-123.14768218994142, 49.24081039428297], [-123.14759063720705, 49.24087142943921], [-123.14750671386719, 49.24093627929272], [-123.14743041992188, 49.24100494384351], [-123.1473617553711, 49.24107360839428], [-123.14729309082031, 49.24114608764234], [-123.14723205566405, 49.24122238158766], [-123.14717864990234, 49.24129867553296], [-123.14712524414062, 49.24137496947828], [-123.14708709716797, 49.24145507812086], [-123.14704895019533, 49.241539001460694], [-123.14701843261717, 49.24161911010329], [-123.14699554443358, 49.241703033443116], [-123.14698028564453, 49.24178695678295], [-123.14697265624999, 49.2418708801228], [-123.14696502685547, 49.241954803462654], [-123.14694976806642, 49.24256134032788], [-123.14694976806642, 49.24273300170482], [-123.14697265624999, 49.24290084838452], [-123.14700317382814, 49.24307250976148], [-123.14704895019533, 49.24324035644117], [-123.14710235595703, 49.24340438842359], [-123.14717864990234, 49.24356842040601], [-123.1472625732422, 49.24372863769117], [-123.14736938476562, 49.24388504027905], [-123.15238189697266, 49.25062179565015], [-123.1524658203125, 49.25074768065992], [-123.15254211425778, 49.250877380366944], [-123.1526107788086, 49.25100708007397], [-123.15266418457028, 49.25114059447827], [-123.15270996093747, 49.251277923579835], [-123.1527404785156, 49.25141525268141], [-123.15276336669919, 49.25155258178297], [-123.15277099609376, 49.25169372558179], [-123.15276336669919, 49.251831054683365], [-123.15259552001953, 49.25722503661694]]]}","49.2468049108,-123.161669238",0.677130044843049,0.31390134529148,0.00448430493273543,0.00448430493273543,0.619380619380619,0.043956043956044,0.235764235764236,0.038961038961039,0.040959040959041,0.020979020979021,3250,4065,4515,3475,49.2468049108,-123.161669238
"7","CBD",2011,"female",910,425,315,635,2395,4460,3580,2450,1880,1655,1545,1385,1245,750,510,335,275,290,25040,"Downtown","{""type"": ""Polygon"", ""coordinates"": [[[-123.11226654052733, 49.29016494750564], [-123.10424041748047, 49.28816604613845], [-123.0992889404297, 49.28927230834548], [-123.09999847412111, 49.272750854488045], [-123.10169982910158, 49.27297210692946], [-123.11107635498047, 49.27292633056227], [-123.1144485473633, 49.271774291988045], [-123.1211624145508, 49.2695388793904], [-123.12928009033203, 49.26953124999586], [-123.13768005371092, 49.27531814574782], [-123.13233184814453, 49.27693176269117], [-123.12109375, 49.28436660766189], [-123.13668060302734, 49.294456481929465], [-123.13468933105469, 49.29581069945876], [-123.12271118164062, 49.29150009154861], [-123.11226654052733, 49.29016494750564]]]}","49.2807470711,-123.116567008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285,14765,5830,2160,49.2807470711,-123.116567008
